NOGA,NOGA2,NOGA1,NOGAfull,NOGAtxt,CH_AS2011,CH_AS2016,CH_AS2021,CH_BE2011,CH_BE2016,CH_BE2021,BS_AS2011,BS_AS2016,BS_AS2021,BS_BE2011,BS_BE2016,BS_BE2021,BS_BE2021num,dCH_AS,dpCH_AS,dBS_AS,dpBS_AS,ddCHBS_AS,dCH_BE,dpCH_BE,dBS_BE,dpBS_BE,ddCHBS_BE,WgroupCH,Wgroup,Sektor,Sektortext,WIDLnum,WIDLtxt,Abteilungnum,Abteilungtxt,AbteiteilungPlusnum,AbteilungPlustxt,I_G_Handelnum,I_G_Handeltxt,I_H_Verkehrnum,I_H_Verkehrtxt,I_K_Finanznum,I_K_Finanztxt,I_M_WissTechnum,I_M_WissTechtxt,I_OP_VerwaltungBildungnum,I_OP_VerwaltungBildungtxt,I_Q_Gesundheitnum,I_Q_Gesundheittxt,I_Logistik(noPerson)num,I_Logistik(noPerson)txt,I_IKTnum,I_IKTtxt,I_Kreislaufwirtschaftnum,I_Kreislaufwirtschafttxt,I3_IKTnum,I3_IKTtxt,I_LSnum,I_LStxt,I_Publikumsorientiertnum,I_Publikumsorientierttxt,I4_Publikumsorientiertnum,I4_Publikumsorientierttxt,I_Kreativwirtschaftnum,I_Kreativwirtschafttxt,I13_Kreativwirtschaft,I13_Kreativwirtschaft,I3_WIDLnum,I3_WIDLtxt
852002,85,8,852002 Sonderschulen,Sonderschulen,488,567,682,14060,15944,20041,20,15,9,438,450,281,281,194,0.397540984,-11,-0.55,-0.947540984,5981,0.425391181,-157,-0.358447489,-0.783838669,5,1,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
852003,85,8,852003 Obligatorische Schulen a. n. g.,Obligatorische Schulen a. n. g.,948,2004,2432,19330,32717,40371,4,1-3,1-3,155,152,183,183,1484,1.565400844,-2,-0.5,-2.065400844,21041,1.088515261,28,0.180645161,-0.9078701,5,4,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
853101,85,8,"853101 Bezirks-, Sekundar-, Realschulen, Oberstufe der Primarschulen","Bezirks-, Sekundar-, Realschulen, Oberstufe der Primarschulen",1219,1157,1108,33643,28558,30561,40,24,17,1218,936,1094,1094,-111,-0.091058244,-23,-0.575,-0.483941756,-3082,-0.091608953,-124,-0.10180624,-0.010197287,2,2,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
853102,85,8,853102 Maturitätsschulen,Maturitätsschulen,199,184,192,18540,18084,18590,11,11,10,960,769,679,679,-7,-0.035175879,-1,-0.090909091,-0.055733212,50,0.002696872,-281,-0.292708333,-0.295405205,3,1,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
853103,85,8,853103 Fachmittelschulen FMS (bisher: Diplommittelschulen DMS),Fachmittelschulen FMS (bisher: Diplommittelschulen DMS),24,29,26,1674,1559,1639,5,4,1-3,218,188,224,224,2,0.083333333,-3,-0.6,-0.683333333,-35,-0.020908005,6,0.027522936,0.048430941,3,3,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
853200,85,8,853200 Berufsbildende weiterführende Schulen,Berufsbildende weiterführende Schulen,739,726,739,32853,35707,37439,24,15,15,1180,1152,1091,1091,0,0,-9,-0.375,-0.375,4586,0.139591514,-89,-0.075423729,-0.215015243,4,2,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
854201,85,8,854201 Universitäre Hochschulen,Universitäre Hochschulen,674,716,731,46014,50732,56554,77,59,68,3500,4284,4755,4755,57,0.084569733,-9,-0.116883117,-0.20145285,10540,0.229060721,1255,0.358571429,0.129510708,5,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
854202,85,8,854202 Fachhochschulen,Fachhochschulen,162,142,155,23845,25959,29375,1-3,1-3,1-3,1-3,1-3,1-3,2,-7,-0.043209877,0,0,0.043209877,5530,0.231914447,0,0,-0.231914447,5,3,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
854203,85,8,854203 Andere Ausbildungsstätten der höheren Berufsbildung,Andere Ausbildungsstätten der höheren Berufsbildung,130,131,125,5553,6324,6694,1-3,1-3,1-3,24,27,22,22,-5,-0.038461538,0,0,0.038461538,1141,0.205474518,-2,-0.083333333,-0.288807852,5,2,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
855100,85,8,855100 Sport- und Freizeitunterricht,Sport- und Freizeitunterricht,4191,6017,7975,9649,12394,15724,74,116,168,119,186,281,281,3784,0.902887139,94,1.27027027,0.367383131,6075,0.629598922,162,1.361344538,0.731745616,5,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
855200,85,8,855200 Kulturunterricht,Kulturunterricht,3620,4243,4422,17578,19645,20763,170,208,227,677,646,747,747,802,0.221546961,57,0.335294118,0.113747156,3185,0.1811924,70,0.103397341,-0.077795058,4,4,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Kreativwirtschaft,6,Markt der Darstellenden Kunst,2,Wissensintensive Dienstleistungen
855300,85,8,855300 Fahr- und Flugschulen,Fahr- und Flugschulen,2255,2445,2543,4047,4381,4653,37,38,42,76,88,96,96,288,0.127716186,5,0.135135135,0.007418949,606,0.149740549,20,0.263157895,0.113417346,4,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
855901,85,8,855901 Sprachunterricht,Sprachunterricht,1509,1712,1731,6635,7248,6661,47,56,68,336,563,444,444,222,0.147117296,21,0.446808511,0.299691214,26,0.003918613,108,0.321428571,0.317509958,3,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
855902,85,8,855902 Informatikunterricht,Informatikunterricht,285,275,250,1120,1142,858,4,4,7,16,18,25,25,-35,-0.122807018,3,0.75,0.872807018,-262,-0.233928571,9,0.5625,0.796428571,1,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
855903,85,8,855903 Berufliche Erwachsenenbildung,Berufliche Erwachsenenbildung,1865,2048,2073,21297,22545,21886,69,66,59,871,860,956,956,208,0.11152815,-10,-0.144927536,-0.256455686,589,0.027656477,85,0.097588978,0.069932501,3,4,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
855904,85,8,855904 Sonstiger Unterricht a. n. g.,Sonstiger Unterricht a. n. g.,1729,2245,2791,5751,6724,8004,46,51,77,104,164,215,215,1062,0.614227877,31,0.673913043,0.059685166,2253,0.391757955,111,1.067307692,0.675549737,5,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
856000,85,8,856000 Erbringung von Dienstleistungen für den Unterricht,Erbringung von Dienstleistungen für den Unterricht,325,335,358,991,1131,1265,13,13,15,48,50,32,32,33,0.101538462,2,0.153846154,0.052307692,274,0.276488396,-16,-0.333333333,-0.609821729,5,1,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,P ,ERZIEHUNG UND UNTERRICHT,OP,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Öffentliche Verwaltung & Bildung,0,Andere Branchen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
861001,86,8,861001 Allgemeine Krankenhäuser,Allgemeine Krankenhäuser,207,285,309,134139,153941,168352,5,4,4,8241,9219,10223,10223,102,0.492753623,-1,-0.2,-0.692753623,34213,0.255056322,1982,0.240504793,-0.014551529,5,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
861002,86,8,861002 Spezialkliniken,Spezialkliniken,314,360,390,45041,50315,54363,13,11,14,3883,4324,4508,4508,76,0.242038217,1,0.076923077,-0.16511514,9322,0.206966986,625,0.160958022,-0.046008963,5,4,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
862100,86,8,862100 Arztpraxen für Allgemeinmedizin,Arztpraxen für Allgemeinmedizin,7614,8150,7942,28447,30366,33883,257,280,257,1033,1062,1341,1341,328,0.04307854,0,0,-0.04307854,5436,0.191092207,308,0.298160697,0.10706849,4,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
862200,86,8,862200 Facharztpraxen,Facharztpraxen,9175,11856,12675,31215,39953,45203,444,552,553,1396,1621,1759,1759,3500,0.38147139,109,0.245495495,-0.135975894,13988,0.448117892,363,0.260028653,-0.188089239,5,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
862300,86,8,862300 Zahnarztpraxen,Zahnarztpraxen,4103,4160,4089,23318,25073,26589,146,128,120,860,898,873,873,-14,-0.003412137,-26,-0.178082192,-0.174670054,3271,0.140277897,13,0.015116279,-0.125161618,4,3,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
869001,86,8,869001 Psychotherapie und Psychologie,Psychotherapie und Psychologie,3375,4036,5032,4787,6012,7634,156,173,227,206,244,289,289,1657,0.490962963,71,0.455128205,-0.035834758,2847,0.594735743,83,0.402912621,-0.191823121,5,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
869002,86,8,869002 Physiotherapie,Physiotherapie,8134,9773,11041,15783,20166,24612,271,305,340,528,663,854,854,2907,0.357388739,69,0.254612546,-0.102776193,8829,0.559399354,326,0.617424242,0.058024889,5,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
869003,86,8,"869003 Aktivitäten der Krankenschwestern, Hauspflege","Aktivitäten der Krankenschwestern, Hauspflege",2036,2542,3308,29577,36191,44540,48,59,66,938,1044,1326,1326,1272,0.62475442,18,0.375,-0.24975442,14963,0.505899855,388,0.413646055,-0.092253799,5,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
869004,86,8,869004 Aktivitäten der Hebammen,Aktivitäten der Hebammen,831,1264,1784,1015,1600,2357,18,36,45,18,37,76,76,953,1.146811071,27,1.5,0.353188929,1342,1.322167488,58,3.222222222,1.900054735,5,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
869005,86,8,869005 Sonstige Aktivitäten der nicht-ärztlichen Medizinalberufe,Sonstige Aktivitäten der nicht-ärztlichen Medizinalberufe,11486,14740,17262,16237,20778,24637,358,386,422,454,474,510,510,5776,0.502873063,64,0.17877095,-0.324102113,8400,0.517336946,56,0.123348018,-0.393988929,5,4,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
869006,86,8,869006 Medizinische Labors,Medizinische Labors,237,264,297,5500,6585,8641,7,12,13,103,200,288,288,60,0.253164557,6,0.857142857,0.6039783,3141,0.571090909,185,1.796116505,1.225025596,5,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,1,Life Sciences,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
869007,86,8,869007 Sonstiges Gesundheitswesen a. n. g.,Sonstiges Gesundheitswesen a. n. g.,1230,1698,1928,5809,7011,9217,44,68,68,164,240,376,376,698,0.567479675,24,0.545454545,-0.022025129,3408,0.586675848,212,1.292682927,0.706007079,5,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
871000,87,8,871000 Pflegeheime,Pflegeheime,1543,1609,1600,105044,116802,124179,50,39,37,2835,3307,3614,3614,57,0.036941024,-13,-0.26,-0.296941024,19135,0.182161761,779,0.274779541,0.092617781,4,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
872001,87,8,872001 Institutionen für Suchtkranke,Institutionen für Suchtkranke,140,140,123,2317,2354,2258,6,9,10,112,89,106,106,-17,-0.121428571,4,0.666666667,0.788095238,-59,-0.025463962,-6,-0.053571429,-0.028107467,3,2,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
872002,87,8,872002 Institutionen für psychosoziale Fälle,Institutionen für psychosoziale Fälle,202,230,228,4387,4747,5602,10,12,11,88,136,159,159,26,0.128712871,1,0.1,-0.028712871,1215,0.276954639,71,0.806818182,0.529863543,5,5,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
873001,87,8,873001 Altersheime,Altersheime,253,229,196,6149,6669,5592,17,17,8,198,303,223,223,-57,-0.225296443,-9,-0.529411765,-0.304115322,-557,-0.090583835,25,0.126262626,0.216846461,2,4,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
873002,87,8,873002 Institutionen für Behinderte,Institutionen für Behinderte,957,964,991,40283,44461,47404,37,34,40,907,904,1039,1039,34,0.035527691,3,0.081081081,0.04555339,7121,0.176774322,132,0.14553473,-0.031239592,4,4,3,Tertiärsektor (Dienstleistungssektor),3,Andere wissensintensive Dienstleistungen,Q,GESUNDHEITS- UND SOZIALWESEN,Q,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,0,Andere Branchen,1,Gesundheits- & Sozialwesen,0,Andere Branchen,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branche,0,Andere Branchen,0,Andere Branchen,2,Wissensintensive Dienstleistungen
